item,body,rating
Sapporo Premium Beer,,3.54
Sapporo Premium Beer,,2.75
Sapporo Premium Beer,"Had Sapporo Premium Beer poured from heavy, tapered 22-oz. can, brewed and canned in Vietnam, bottom obscurely stamped ""C1023H"" and ""0228FL,"" into pilsner glass. 
 
Pours light-gold with clarity and 2-finger near-white head, with decent retention, leaving some sketchy Belgian lace down the glass. Lots of sweet, mild malt and some mild hop spice aromas off pour, with the latter gone so quickly I may have imagined it, and the sweet malt aroma continuing but fading into a little earthy funk and, as warms, a hint of tart stone fruit and that coy hop spice. On tasting, begins sweet, mild malt, which continues until interrupted by a hint of earthy funk, before a very drying, slightly noble hop bitter and spicy, disappearing rather than crisp finish. 
 
Okay, so it’s not great beer, but there's nothing actually wrong with it, and a big can of bone dry Sapporo is excellent for washing down repeated trips to your local Asian buffet.",3.25
Sapporo Premium Beer,,2.86
Sapporo Premium Beer,,4.72
Sapporo Premium Beer,,3.49
Sapporo Premium Beer,,2.41
Sapporo Premium Beer,"Poured from a dark bottle, pours a dark gold colour with no head. Smell is almost non-existent, taste is a watery lager. Even though it came from a bottle, I taste some metallic initially, fading into a watery, thin taste of...not much.",3.4
Sapporo Premium Beer,"12 ounce bottle poured into a tumbler. 
 
L: Clear, pale/straw, moderate white head, fairly thick foam. 
S: Very weak malty aroma. 
T: Malty, bread grain, floral hop finish, semi-dry, mild bitterness. 
F; Medium-weight smooth body, slightly crisp edges. 
O: Decent Lager.",3.46
Sapporo Premium Beer,,3.13
Sapporo Premium Beer,,3.24
Sapporo Premium Beer,,2.75
Sapporo Premium Beer,"Had this in the past but never reviewed. Much better than I remember. Extremely smooth feel with high-drinkability, no real criticisms aside perhaps from maybe missing a bit more character in the malt profile.",4.16
Sapporo Premium Beer,,3.28
Sapporo Premium Beer,,3.05
Sapporo Premium Beer,,3.75
Sapporo Premium Beer,"12oz can. Brewed in Guelph ON Canada. Can bottom is stamped 'L3022G 1956FL'. 
Clear, pale gold colored body. One thinner finger of white head, which persists later as an interrupted cap. Leaves behind some thin threads of lacing. 
Aroma of toasted grains, honey, and green grape. 
Taste is sweet, fruity, and floral. Toasted grains prevail. Spicy note. 
Medium mouth feel. Dry and crisp finish. Very good carbonation. 
Unobtrusive, with a thinness of expression. Good for social hour.",3.24
Berliner Apfel,"A delightful light and crisp, very effervescent beer in the glass. Lots of bubbles but with a neat head. First sip is a delicious melange of green apple and pears, nearly a cider, in terms of flavor. Needless to say Berliner Apfel would pair well with many sandwiches or dinners, but perhaps it is most well suited to pork. The light clean taste would cut through and complement some of the fatty full flavor of pork.  
I’ll tell you something else, at 4.2 abv I think this would make a decent session beer. It’s a clean enough taste that I can see have four or five of these without it becoming cloying. It’s not overly sweet like some beers and ciders.  
Tailor made for bratwursts imho. ;)",4.73
Berliner Apfel,"12oz bottle poured into a goblet 
A: Hazy pale orange, one finger head 
S: Cereal/green apple 
T: Almost cider-like, fresh tart & sweet green apple with wheat and pear in the background 
M: Light, crisp/effervescent, slightly sweet & tart 
O: Crisp, tasty and refreshing",4.28
Berliner Apfel,,4.14
Berliner Apfel,poured from a 12oz bottle into my tall new glarus pilsner glass. pours a slightly hazy yellowish gold with over three fingers of soapy white foam head. sweet green apple and green apple candy on the nose. lightly tart but juicy sweet green apples in the taste. so light and refreshing. medium-full mouthfeel. nicely carbonated - that is not too much here but enough. perfect late summer beverage. new glarus’s fruit game is off the charts.,4.42
Berliner Apfel,,4
Berliner Apfel,"(12 oz bottle, no date/code; purchased single off shelf at their Beer Depot this week... poured into a shaker pint) 
 
mildly-cloudy, yellow straw colored liquid; ultra-tight, cottony foam that builds high and lasts long... on the nose: apple cider, mushed up fresh apple; nothing suggesting great sweetness; amazing expression... palate: amazing; again, this is decidedly apple-forward; no overt Berliner Weisse character, even the malt/wheat character is more full and (sourdough-)bready compared to a true Berliner; the aftertaste is apple flesh/skin, lemon juice, Boudin boule... textures: pillowy in body with a tart snap in the finish; inflated flow, lifting, palate airy 
 
Having now had 5 different fruited beers from New Glarus this week, I can't help but to declare them possibly the best fruit beer brewery in the States... I couldn't put this beer down, moreish to a T... no, this isn't a true Berliner Weisse, but this is utterly phenomenal work (2188)",4.52
Berliner Apfel,"Bringing cider over to the beer side of the drinking fence, New Glarus takes their premiere fruit series of beer to the tart side with the help of copious amounts of green apple and spontaneous fermentation. 
 
Starting with a shallow golden straw color and basically clear, Berliner Apfel starts with a foamy head that shows a zesty and sparkling pep that dissipates rather quickly. As a sparkling cider appearances takes hold, a sour ale-like maltiness shows up first in aroma, with a slow rise of sourdough, taffy and yes... apple. Flavors follow suit with a skim malt balance, scant sweetness and dough. 
 
As the ale washes the middle palate, its apple taste blends well with the suggestive juiciness of pear, lemon, lime, gooseberry and passionfruit. For a simple and less complicated taste, the ale layers its flavors very well without ever loosing its tart balance. Winey, spritzy and decidedly cidery, this apple heavy beer takes on a acidic taste and texture but not without a persistent balance of sourdough even late in taste. 
 
Crisp, clean and simple in its flavor profile, the uncomplicated session is an elevated cider with beery roots, perfect for a refreshing session of apple fans with a brief echo of sourdough and lactic acid.",4.01
Berliner Apfel,,4.68
Berliner Apfel,,4.61
Berliner Apfel,"Murky yellow body, finger of pearl white foam, sparse sporadic lacing. Smells like apple cider meets gentle cereal and wheat, not very sharp for style. Taste of apple cider gummy with gentle lemon forward berliner trappings backing, easy drinking and tasty, but depth is limited. Feel is very mildly tart, more light beer body than a berliner, fizzy even. Still I am enjoying my 4 pack on the porch this summer and early fall. Not every beer needs to be a deep and serious endeavor. Points for the flavors pulling through the whole glass nicely",3.92
Berliner Apfel,,3.87
Berliner Apfel,"It is a sparkling, tart, apple drink. No funkiness from the spontaneous fermentation, just tartness. Rather simple and one dimensional compared to the great Berliners. Still enjoyable and quite easy to drink.",3.63
Berliner Apfel,,4.27
Berliner Apfel,,4.53
Berliner Apfel,"12oz bottle. Etched at bottom of bottle is '023012002173B'. 
Cloudy, straw colored body. One finger of white head quickly disappears to some islands and a ring. Leaves behind partial rings of lacing. 
Aroma of apple and pear, with a lurking of bready malt. 
Taste is sweet with apple and pear. Minor tartness, mostly sweet. Sweet apple in the aftertaste. 
Medium mouth feel, with some stickiness which coats the mouth. Very minor tongue sting, but indication of alcohol. 
Refreshingly sweet and very easy to drink.",4.24
Juice Jolt,,3.57
Juice Jolt,"This is not good beer at all. It's billed as a ""juicy"" IPA but tastes like a cheapo artificially flavored mango lager that's so prevalent these days. Very disappointing.",2.22
Juice Jolt,,3.19
Juice Jolt,,2.83
Juice Jolt,sweet juicy ipa - very refreshing tastes like a fruit punch,3.8
Juice Jolt,"APPEARANCE: Clean golden amber, nice off-white head and no lace. 
 
AROMA: Straight up fruit punch. 
 
TASTE: Unusual, more of the fruit punch. Hops and malts almost integrate seamlessly. Solid and enjoyable.",3.58
Juice Jolt,,3.5
Juice Jolt,"Best by 12/12/23. Poured into a BA 25th Ann teku — hell yeah!! 
 
A: Mildly hazy orange-amber with 1-finger off-white head with below-average retention and a skimpy line of lacing.  
 
S: Aroma is very chemical/artificial and smells like citrus/tropical Tums. 
 
T: Flavor is also very much like a slurry of citrus and tropical Tums into a Zima. Alcohol flavor adds an unpleasant berry component to the mix. 
 
M: Fairly light bodied with high carbonation and chemical extract and Tums/aspirin mineral finish. 
 
O: Really a poorly executed beer on multiple levels.",2.38
Juice Jolt,,3.5
Juice Jolt,,3.27
Juice Jolt,,2.53
Juice Jolt,Looks like beer. Kind of. Smells like an alcoholic Gatorade. Taste is like a grapefruit sports drink kids cough syrup. This could possibly be the worst beer I ever had. I’m sad I have 2 more cans of this. Will probably pound them here in a few mins just to be rid of them. Feels like beer. Kind of. Yuck.,1.97
Juice Jolt,,2.31
Juice Jolt,Awful. Tastes terribly artificial. I wouldn't even consider this beer. Southern Tier you should be ashamed of yourselves. The fact that it has alcohol in it is it's only redeeming quality.,2
Juice Jolt,,3.16
Oaktoberfest,,3.73
Oaktoberfest,,3.94
Oaktoberfest,Oak aging creates a silky mouth feel and a nice complexity of flavor. 5.2% ABV so you are safe having more than one. I think this is one fine fest beer for 2023!,3.85
Oaktoberfest,,3.89
Oaktoberfest,"12oz can pours a very light and clear golden-orange-amber color with a small fizz of off-white head that disappears pretty quickly. Smells of caramel and bready malts, as well as a slight noble hop and wood note. Normal Märzen flavors of caramel, toasted malt, slight sweetness, and nice noble hops. Almost tastes a little boozy, which is surprising for 5.2% ABV. A subtle but grounding wood note is strong in the background of the flavor and adds a really nice complexity. Medium body with a mild carbonation mouthfeel and a small, perfectly balanced bitterness. Some herbal flavors of the hops and the caramel sweetness form most of the aftertaste for a pleasant, but long finish. 
 
The oak barrels really set this apart but it's also just an excellent and extremely well-balanced Märzen to begin with. Delicious and would buy again in a heartbeat.",4.07
Oaktoberfest,,4.21
Oaktoberfest,,3.5
Oaktoberfest,"Oaktoberfest from Firestone Walker. 12 fl oz bottles from Franklin Beer, Franklin, PA, 09/05/23. $ 10.00 (Including tax)/six-pack - $0.139/fl oz. Reviewed 15/06/23 (Review 3124). Note that I use DD/MM/YY protocol. 
Bottom of label stamped “C7/22/22” On room temperature shelf at store. Stored at 34 degrees at home. Served at 46.2 degrees F in a hand washed and dried Jester King snifter. The final temperature was 55.2 degrees F.  
Appearance – 4. 
First pour – Pale Gold (SRM 4), clear. 
Body – Gold (SRM 5), slight chill haze. Under direct light, same. When rear lite, same.  
Head: Average (Maximum 3.9 cm, aggressive center pour), baby powder, high density, quickly diminishing to a 0.8 – 1.0 cm undulating crown with a rocky cap.  
Lacing – None. 
Aroma – 4 – Virtually none – just a weak oak aroma. No yeast, no hops, no malt. No ethanol (5.2 % ABV according to the label).  
Flavor – 4.25 – Slight oakiness and light caramel malt. No yeast. No dimethylsulfide or diacetyl. Weak gastric warming.  
Palate – 4 – Medium; approaching syrupy; soft carbonation. 
Final impression and summation: 4.25 The crispness is a bit lacking but the oakiness helps. Better than the average Märzen because it is slightly less sweet and better than the average lager because the oak ameliorates the hop flavor a bit. Some lacing would have raised the score slightly.",4.15
Oaktoberfest,,3.5
Oaktoberfest,,3.84
Oaktoberfest,"Clear light-amber, with one finger of off-white head.  
 
Smell is the usual combination of toffee and caramel, but lighter than is typical. Slight spicy aroma, plus some hints of oak, that seemed slightly vinous when first opened. Not apparent after the head fades.  
 
Taste is similar to aroma, with light spiciness, and a hint of fruitiness. Lightly-bitter finish.  
 
Feel is light-medium, with moderate, very,very fine carbonation tingle, that bites, in the back of the throat at finish.  
 
Overall, lighter and more subtle than a typical marzen. This is the last bottle of four, and the best, and have rated it as-is, without regard to the fresher specimens. The first couple seemed a bit too subtle, and bland. Either this is a better tasting night, or it has become a little more complex over the last 2 (3?) month. If you see any stragglers still out there, I'd recommend giving them a try.",4.12
Oaktoberfest,,3.6
Oaktoberfest,"Super mellow. Neat, generous head. A fine, subtle brew, this is.",4.15
Oaktoberfest,"L: Pours a orange amberish color with a medium white head and no lacing on the glass. 
 
S: Fresh toasted bread, notes of caramel, a toasted oak,finished by malty sweetness. 
 
T: Toasted bread, notes of caramel, some toasted oak, and finishes with a malty sweetness, a very pleasant Oktoberfest. 
 
F: Carb is a little lower than expected,medium body.  
 
O: A solid Oktoberfest",3.78
Oaktoberfest,,4.1
Oaktoberfest,,3.92
Oaktoberfest,,3.5
Oaktoberfest,"Pours a clear golden amber, 1"" off white head that quickly recedes to a thick coaster, light lacing. Nose is grassy hop, honey, pale toffee. Taste is balanced with enough hop spice and bitterness to balance the sweeter malt. Mouthfeel is crisp and helps keep it sessionable. Still, want a bit more malt character and evolution.",3.79
Dragon's Milk - Crimson Keep,,4
Dragon's Milk - Crimson Keep,,4.08
Dragon's Milk - Crimson Keep,"12oz bottled 05/02/23 (4 months ago) poured into a New Holland signature chalice at fridge temp 11% ABV. The beer pours opaque brownish, reddish amber with khaki colored head. The head recedes to a thin ring and single layer of bubbles. Lots of lacing. The aroma is mild with hints of caramel, oak and bourbon. The taste is semisweet caramel malt with subtle bourbon and barrel along with some earthy hops and moderate bitterness. The mouthfeel is medium bodied with average carbonation and a mostly dry finish. ABV is fairly well disguised with just some heat on the tongue and tummy to give it away. Overall, very good.",4.13
Dragon's Milk - Crimson Keep,,4.49
Dragon's Milk - Crimson Keep,"12 FLUID OUNCE bottle 
Served in a perfect pint glass 
 
This beer pours rust colored with copper highlights. It is topped with a beautiful, tan head that leaves nice lacing. 
 
I get some vanilla and caramel notes. Hints of booze as it warms. 
 
Sweet flavor or caramel and vanilla. The alcohol comes through as it warms. 
 
Medium bodied with a smooth mouthfeel 
 
It reminds me of Kentucky Bourbon Barrel Ale.",3.79
Dragon's Milk - Crimson Keep,"Just a touch lacking in clarity for a red ale, strength and barrel aging notwithstanding. Strong head production, with good retention and lacing. Body is quite dark in color, appearing closer to a brown ale in dim light, but shining with an almost pinkish hue (lighter than ruby red) against bright backlight. 
 
Aroma prominently features bourbon, banana, toast, and caramel, an interesting blend from the malts, barrel aging, and yeast expression. Cola and prune emerge, but with a slightly brighter tinge than you get from stouts. There's an almost Fall or Winter aspect to this, as though subtle spices were added, although I don't suspect that's the case. 
 
The beer can't quite deliver on that complexity on the palate, although it's overall similar. A touch too sweet, bordering on cloying; I suspect this is partly due to the bourbon. Tasting notes of brown sugar, toast, caramel, prune, pepper, bourbon. 
 
Pretty easy sipper, appropriate for the style and ABV. There's some alcohol heat, but it's not overpowering. This is a beer you want to drink slow, but you SHOULD want to drink an 11% ABV barrel aged beer slowly. 
 
Overall, not the most complex or amazing beer in the world, but a worthy and enjoyable effort.",3.9
Dragon's Milk - Crimson Keep,"From Liquor Shed in Casper, bottled January 23rd 2023. 
 
It pours a clear deep amber red with a great head of foam, long lasting, superb lacing.  
 
The smell is Bourbon, lactose, sugar, some woody notes.  
 
The taste is Bourbon, lactose, wood, dark pitted fruits. Alcohol hidden okay.  
 
Mouthfeel is fine, a sipper, not as easy to sip on as others in the general abv range. It's weakest component, to me, is the taste. Not worthy of a repurchase.",3.4
Dragon's Milk - Crimson Keep,"12oz bottle, served in a snifter. Bottled on 05/02/23. 
 
Appearance: Dark translucent coppery-amber, with an off-white head. Some strands and islands of persistent lacing, which was a surprise with this high of an ABV.  
 
Smell: Oak, a bit of vanilla, some mild malt and herbal notes.  
 
Taste: Malty, some toffee, some dark stone fruit notes, some oak, and a hint of vanilla. There is some booziness under all of this as well. There is a mild bitter finish....but I can't quite pull it out under all the other flavors.  
 
Mouthfeel: Good thickness, brisk carbonation, warming dry finish.  
 
Overall / Drinkability: A definite slow sipper, and it's an unusual mix of barrel aging and an imperial red ale, just minus all the hops. I feel like the hop notes (if they were there to begin with) got muddled. This beer has aspects of an English Barleywine, but it's not quite there, nor is it an American Barleywine either, and it's not an Imperial Red Ale either. I'd classify this more an an American Strong Ale. It's good, just not quite exactly anything I can put my finger on or identify. Let's go with unique.",4.04
Dragon's Milk - Crimson Keep,,4
Dragon's Milk - Crimson Keep,"Murky dark amber red body with a hint of orange, off-white head. Bourbon entwined with red malts, drier yeast, raisin, black currant, with minor dry earth for the nose. Very warm bourbon with yeast and some gentle oak, prune, raisin, toasted caramel and red malts. Feel has sharp yeast with warm booze carry the day, malts are the backbone. Nice balance between the base ale and the barrel though it gets tested more as it warms up",4.09
Dragon's Milk - Crimson Keep,"A 12 oz. bottle poured into a pint glass delivers a handsome brew. A two inch off-white head rises above a clear red-brown nicely laced ale, The smell is pleasant, but faint. Notes of caramel, vanilla and cane sugar rise above the bourbon. The taste is less reserved, with the bourbon front and center over wheat and hops. Although boozy, I find the relative simplicity of the taste refreshing and appealing. There are no deep coffee, chocolate, hops, fruit or malt notes here, which are the norm in a bourbon barrel aged beer. It is clean, clear red ale that has been barrel aged, and I applaud this uncluttered presentation. I enjoyed Crimson Keep way more than expected, and overall, Crimson Keep is a keeper!",4.11
Dragon's Milk - Crimson Keep,"First time trying this Dragon's Milk, and the first time realizing that Dragon's Milk has become a sub-brand. Anyway, this is the Yang to the original Dragon's milk's Yin. Where the original is thick and sweet, here we have something a bit astringent and sharp. Both are 11% ABV, but Crimson Keep is much more dangerous. The original is thick and heavy, and hard to drink in quantity, while the somewhat lighter Crimson Keep goes down quick. I'm a big fan of the more bitter, ethanol tinged taste of this new offering. I recommend it, but be careful. 
 
Pours a cloudy copper red, with a nice lacy head. The smell is quite sharp and medicinal. It has a taste that is also somewhat coppery, and a sharp bite that's very nice. You definitely need to like a good red ale to appreciate this beer, so if you don;t like red ale, take a pass. Mouth feel is much thinner than the original. which contributes to its danger. I really like this.",4.01
Dragon's Milk - Crimson Keep,,4
Dragon's Milk - Crimson Keep,"Touch of sweetness from the barrel aging, robust and delicious. Light vanilla and brown sugar, touch of molasses. All the best flavors from the barrel come through in a sublime way. Tastes a little like Boulevard’s BBA Quad - and that is a huge complement. Wonder if they served this at The Red Wedding?",4.52
Dragon's Milk - Crimson Keep,"Bottled on: 3-20-23 
 
A - Crimson, garnet, dark amber colored pour with thin cream colored foam and light carbonation. 
 
S - Sweet toasted caramel malt, some vanille, and Bourbon Whiskey dominate the nose. 
 
T - Sweet toasted caramel, vanilla, some oak, and Bourbon from start to finish while ending on the sweeter side with lingering Bourbon, caramel, and vanilla. 
 
M - Big medium body with gentle carbonation and warming on the way down the throat. 
 
O - This is a really nice, sweet sipper.",4
Places I've Been,,3.5
Places I've Been,What a collaborative! A surprising Dbl IPA onto your taste palette. I loved it from the 16oz can.,4.79
Places I've Been,"Tasted on draft at The Craft Bar, Fort Walton Beach, FL.  
 
Good hazy IPA appearance. Not too much head. Great aromas and flavors of grapefruit and lighter tropical notes. There is strong hops bitterness, but it is not overpowering and seems restrained for the hops flavors and aromas. Warming alcohol level. 
 
This is a big, delicious hazy IPA.",4.34
Places I've Been,,3.94
Places I've Been,,4.19
Places I've Been,,4.04
Places I've Been,,4.04
Places I've Been,"Hazy deep gold pour with white head of mixed bubbles; excellent cap retention; solid ring, soapy lace. Slightly dank nose. Mild tropical fruit juice flavors. Medium light body, moderate carbonation; no astringency; dusty tongue coating. Overall, another “HazyLite”, unfiltered American DIPA.",4.13
Places I've Been,,4.1
Places I've Been,"This is my least favorite brew I have had from this amazing brewer .... That said, it is still quite good ... Heavy and citrusy... I just don't concur with the ""outstanding"" label placed upon it .... But it's no slight to be just an ok beer from a top tier brewery",4.03
Places I've Been,"Places I've Been pours a darker, hazy orangish color, with a good-sized lasting head. The aroma is dank; vegetable notes the flavor is the same, with dank vegetable notes and good solid and bold flavors. Good feel. Overall, a classic dank IPA with lots of flavors.",4.25
Places I've Been,,3.84
Places I've Been,,3.88
Places I've Been,,4
Places I've Been,,4.25
Places I've Been,"16oz can. Stamped on can bottom is 'PKG 06/12/23'. 
Cloudy, pale gold colored body. Various sizes of sediment. Two fingers of white head. Leaves behind spots and strings of lacing. 
Aroma of orange, grapefruit, pineapple, and pine resin. 
Taste is overripe fruit - orange, papaya, pineapple, and grapefruit. Dank with pine resin. Bitterness level is low. 
Medium mouth feel, with a softer texture. Recognizable astringency; drying finish. Very good carbonation. 
Wets the whistle but has a tea-like finish.",4.05
Places I've Been,,4.21
Places I've Been,,4.21
Places I've Been,,4.25
Places I've Been,"16 oz can into a pint glass. 
L: Pours hazy med-dark orange with a 1/2"" off white head, low carbo, OK head retention, random spotty sticky lacing. 
S: Tropical fruits, melon, pineapple, berries, citrus. 
T: Tropical fruits, melon, citrus, very lightly dank, melon rind, tastes lightly green fruit-wise. 
F: Gently sharp, smooth medium-heavy feel with a slightly drying finish. Feels like most all other TG DIPAs. 
O: A nice fruity DIPA. EZ drinking, pleasant feel. It tastes very similar to many of TGs DIPAs that it's splitting hairs. Not distinctive IMHO in any way. Pretty average for TG. It is very good in its style.",3.99
Atomic Torpedo,,4.5
Atomic Torpedo,,4.34
Atomic Torpedo,,4.51
Atomic Torpedo,"Look - Nice clear golden color with a thick sticky white head 
Smell and Taste - Piney citrus slightly bitter hops balanced by a really nice caramel malt. Really easy going. 
Feel - medium full body with a medium carb 
Overall - Really well done traditional double. I like the East meets west approach",4.04
Atomic Torpedo,,4.3
Atomic Torpedo,,4.19
Atomic Torpedo,,3.75
Atomic Torpedo,"070323. Poured into a BA 25th Ann teku — hell yeah!! 
 
A: Clear light amber with 2-finger off-white foamy head with average retention and scrappy lacing 
 
S: Lush citrus aromas of orange and lime with some tropical notes of pineapple and guava. Plain pale malt sweet aromas. No esters. A little bit of herbal honeysuckle on retronasal. 
 
T: Flavor is intense orange and lime citrus with plenty of guava, mango, and pineapple notes. Malt backbone is solid but noncontributory to flavor. No esters and alcohol well-hidden. Bitterness is medium. 
 
M: Medium body with high carbonation and dry finish. 
 
O: Excellent DIPA with high intensity and a good palette of citrus and tropical hop aromas and flavors.",4.28
Broccoli,,4.59
Broccoli,,4.29
Broccoli,,3.75
Broccoli,,4.25
Broccoli,,4.01
Broccoli,,4.52
Broccoli,,4.18
Broccoli,"Not sure why the called it broccoli,but this is a good NEIPA. No worries, there in no leafy green in here, just a very good tasting hazy.",3.53
Broccoli,,4.4
Broccoli,,4.14
Broccoli,"16 ounce can, canned on 06/07/2023. Served in a chalice, the beer pours a hazy gold color with about an inch off-white head. Head retention and lacing are both pretty good. I like the aroma, the brew smells like pineapple, mango, grapefruit, orange and white grapes. For the most part I think the taste is similar to the aroma, but there's also some pear, dank/earthy and honeydew melon flavors noticeable too. Mostly tropical fruity tasting to me. Mouthfeel/body is medium, it's coating and a bit creamy with a moderate amount of carbonation. I thought this was a pretty good overall brew, certainly worth trying if you get the chance!",4.42
Broccoli,,4.03
Broccoli,"Had fresh can. Finally trying an iconic OH brew. Appealing look and feel. Tasty in a somewhat average OH NEIPA style with bit of dank. Came across as more IPA than Imperial IPA. Glad I tried but this far into the game it didn’t wow.  
Will see how other 3 cans go down over time.",4.28
Broccoli,,4.09
Broccoli,"I get a pineapple citrus smell and taste, with a hint of the white grape that the label might be talking about. Aftertaste I do taste hints of Mango. Really like what Other Half does, only have had the ""Cabbage"" prior. Maybe it's almost the same? I don't know but its a good beer.",3.66
Sapporo Premium Beer,"This is an okay beer. It looks a little light in color and is fairly transparent. The smell it produces is a gentle yet rich flow of wheat-style ale and sour notes that hit the nostrils nicely. The taste is pretty good at first, but it loses points for the bitter, malt aftertaste. The feeling is clear, crisp and extremely thirst-quenching in general, saving Sapporo Premium from falling below average in my book.",3.6
Berliner Apfel,,4.88
Berliner Apfel,"Bottle at share courtesy of Steve. Pale champagne colored body with a small frothy head. Tart apples in both the aroma and the taste. Seet, prminent apple flavors, tart.",3.86
Berliner Apfel,,4.19
Berliner Apfel,,4.2
Berliner Apfel,,3.96
Juice Jolt,,2.88
Juice Jolt,"I’m not sure what “natural” flavoring they added to this, but it smells and tastes very artificial, not like beer at all. They really should have to include this stuff on the box.",1.18
Juice Jolt,,3.75
Juice Jolt,,4
Juice Jolt,"I just spent an hour in the car listening to Chris Truskey talk about which pair of stretchy pants he likes the most, when we decided to stop in Erie for lunch and I had this beer: it was almost as bad as his stories 
 
I’m not sure what the intent here was. It was instantly the worst thing I’ve put in my mouth for some time. It was like a moldy; dying orange fell into the beer tank: it tastes like an old dying woman. I thought maybe it was me, but then everyone else hated it as well, even Chris who was on his second plate of nachos 
 
I like this brewery but they need to get this off the market. It may be the worst beer I’ve ever had, even worse than the beer I made at home 
 
Phew, what a stinker 
 
Back in the car. Chris is talking about his favorite brand of toilet paper.",1.37
Oaktoberfest,"12 ounce bottle poured into a dimpled mug. 
 
L: Amber, one inch persistent white head, some lace. 
S: Light bread, oak, spicy and herbal hops. 
T: Toasty, herbal hops, some oak, finishes with a woody tang, more acidic than a normal Marzen. 
F: M-L body, medium carb, crisp with an underlying softness. 
O: Not bad but not as good as a more traditional Marzen.",3.73
Oaktoberfest,"Poured out a golden color with a white head. The smell is of hops, bread, and something sweet. The flavor is very good and what you expect in an Oktoberfest beer. I will be definitely drinking a few more of them in my future.",4
Dragon's Milk - Crimson Keep,another in their dragon's milk series a great malty barrel aged red ale very smooth could be dangerous with the high 11 %,4.3
Dragon's Milk - Crimson Keep,,4
Dragon's Milk - Crimson Keep,,3.92
Dragon's Milk - Crimson Keep,,3.97
Dragon's Milk - Crimson Keep,,4.04
Atomic Torpedo,,4.21
Atomic Torpedo,,3.94
Atomic Torpedo,,4
Atomic Torpedo,"On can. Very dense, tasty, malty with hoppy final. Little alchool feeling in mouth. Like an agressive taste.  
Good feeling beer, but i prefer the extra ipa one.",4.01
Atomic Torpedo,"Sierra knocked it out of the park with the Atomic Torpedo. Dare I say I prefer this to the sacred - in my book - Hoptimum? Malt and hops are perfectly balanced with the malt hiding the ABV very well, the body and mouthfeel light, and the hops dancing in perfect harmony. This is a summer Imperial IPA and a unique masterpiece.",5
Atomic Torpedo,"It is by far the best beer I have had lately, thanks Sierra Nevada, you never let me down. 
It is a very dank, almost piney, very intensively citrusy IPA, loving it. Speaking of citrusy, how can they make such citrusy flavors out of hops? Unbelievable. Very dense, lits of malts in there as well, like my wife said it is almost as if they made a cold-press raw juice out of hops. Well there you have it. 
It is an atomic IPA. Bionic. Aggro. Rad. BOOM!",4.49
Atomic Torpedo,Tasty DIPA!,4.13
Atomic Torpedo,,4.16
Atomic Torpedo,,4.03
Atomic Torpedo,"Super hoppy but easily drinkable, this beer is great if you like ipas with a slightly higher abv. Pours amber with a foamy head and a hoppy taste. I would drink this again.",4.06
Atomic Torpedo,,4.25
Atomic Torpedo,,5
Black Butte XXXV,"Pours an effervescent mahogany with a pinky of mocha colored head. Average-ish head retention & lacing  
 
S: Cocoa, roastyness & some cherries, nose stays strong 
 
T: Follows the nose, barrel dryness, a touch of carob & some leafy hops up front. Cocoa, cherry & a little roastyness/ dryness as this beer warms up, plus some woody hops. Finishes pretty dry with woody & leafy hops, plus a little cherry & cocoa  
 
MF: Medium body, slight carbonation, warming, got chewier as it warmed up 
 
Solid, not great BA tale on this style. Rare that I dig many beers of this style if cherries are featured, this is no exception. Serviceable, not memorable",3.86
Black Butte XXXV,,4.89
Black Butte XXXV,,4.18
Black Butte XXXV,,3.75
Black Butte XXXV,"Many thx to muchloveforhops3 for this bottle! 
 
A - Dark brown pour with a dense layer of creamy, toffee colored foam. 
 
S - Cocoa, cherry, and vanilla. 
 
T - Nice cocoa malt base with cherries and light vanilla blended in. 
 
M - Big medium soft body that finishes uber wet with warming in the back of the throat. 
 
O - Deschutes - Skip the adjuncts and put this solid base beer in an interesting barrel.",3.91
Black Butte XXXV,"Bottle pour- dark as can be with short chocolate milk head leaving frosty lacing. Nose is roasty malt with hints of cherry and vanilla. Taste follows with some cocoa notes, barrel wood and a bit of alcohol that lingers on the dryish finish. A bit milder than expected.",4.12
Black Butte XXXV,"From a bottle packaged on 06/07/23 
 
Nice hiss upon opening with a bit of smoke coming out of the bottle. This beer pours pitch black, and even when I hold it up to light, nothing comes through. The head is thick at 3 fingers, and extremely long lasting. How can the head last this long in an 11% Imperial Porter? Once it finally dissipates, it leaves a nice bit of lacing on the glass.  
The aroma is quite powerful. I get tons of caramel, chocolate, molasses, coffee, plum, raisin, vanilla and cherry. These aromas are well balanced, and work very well together.  
Wow, the flavor the cherries start it off and linger throughout. They fade a bit as the rest of the crew comes into play. Lots of chocolate, caramel, dark fruit, molasses, coffee all work their way into the party. The finish is where the vanilla shines as it works with the cherries. There's a tartness from the cherries that cuts into the sweetness that this style can have. It provides a nice counter balance.  
Thick and full bodied overall, not Imperial Stout levels, but very full for a Porter. Getting the faintest hint of heat from the alcohol. Smooth feeling.  
Overall this is an astounding beer, in a good way. Quite happy and impressed with it.",4.48
